name,uf_id,created_at,latitude,longitude
Alta Floresta dOeste,22,2023-10-30 09:23:31.917,-11.9355403048,-61.9998238963
Ariquemes,22,2023-10-30 09:23:31.917,-9.9084628666,-63.033269278
Cabixi,22,2023-10-30 09:23:31.917,-13.4997634597,-60.5443135812
Cacoal,22,2023-10-30 09:23:31.917,-11.4338650287,-61.4429442118
Cerejeiras,22,2023-10-30 09:23:31.917,-13.195033032,-60.8184261647
Colorado do Oeste,22,2023-10-30 09:23:31.917,-13.1305638415,-60.5550674631
Corumbiara,22,2023-10-30 09:23:31.917,-12.9975202365,-60.9487011707
Costa Marques,22,2023-10-30 09:23:31.917,-12.4360138777,-64.2316539391
Espigão dOeste,22,2023-10-30 09:23:31.917,-11.5285546333,-61.0201731133
Guajará-Mirim,22,2023-10-30 09:23:31.917,-10.7738837407,-65.3239518197
Jaru,22,2023-10-30 09:23:31.917,-10.4359487679,-62.4762307081
Ji-Paraná,22,2023-10-30 09:23:31.917,-10.8820513183,-61.9450945827
Machadinho dOeste,22,2023-10-30 09:23:31.917,-9.42556248,-61.9995925724
Nova Brasilândia dOeste,22,2023-10-30 09:23:31.917,-11.7213254139,-62.308230163
Ouro Preto do Oeste,22,2023-10-30 09:23:31.917,-10.7235739008,-62.2610551904
Pimenta Bueno,22,2023-10-30 09:23:31.917,-11.67753699,-61.1836656736
Porto Velho,22,2023-10-30 09:23:31.917,-8.76889179,-63.8314456544
Presidente Médici,22,2023-10-30 09:23:31.917,-11.1732050162,-61.9094386835
Rio Crespo,22,2023-10-30 09:23:31.917,-9.7055367097,-62.900010366
Rolim de Moura,22,2023-10-30 09:23:31.917,-11.7222589134,-61.7857809352
Santa Luzia dOeste,22,2023-10-30 09:23:31.917,-11.9084233325,-61.7733054631
Vilhena,22,2023-10-30 09:23:31.917,-12.7413734718,-60.1385838661
São Miguel do Guaporé,22,2023-10-30 09:23:31.917,-11.6994897438,-62.7200634814
Nova Mamoré,22,2023-10-30 09:23:31.917,-10.4117712947,-65.3291490231
Alvorada dOeste,22,2023-10-30 09:23:31.917,-11.3441300234,-62.2772748657
Alto Alegre dos Parecis,22,2023-10-30 09:23:31.917,-12.1317772246,-61.8530771686
Alto Paraíso,22,2023-10-30 09:23:31.917,-9.7166667381,-63.3176294335
Buritis,22,2023-10-30 09:23:31.917,-10.2098054072,-63.8296787918
Novo Horizonte do Oeste,22,2023-10-30 09:23:31.917,-11.70974292,-61.9943876628
Cacaulândia,22,2023-10-30 09:23:31.917,-10.3388728394,-62.9031899346
Campo Novo de Rondônia,22,2023-10-30 09:23:31.917,-10.5684164693,-63.6249914265
Candeias do Jamari,22,2023-10-30 09:23:31.917,-8.7850207035,-63.7000200718
Castanheiras,22,2023-10-30 09:23:31.917,-11.4268422255,-61.9491611965
Chupinguaia,22,2023-10-30 09:23:31.917,-12.5568407611,-60.90184775
Cujubim,22,2023-10-30 09:23:31.917,-9.3781933991,-62.5871745319
Governador Jorge Teixeira,22,2023-10-30 09:23:31.917,-10.6120717726,-62.7404576395
Itapuã do Oeste,22,2023-10-30 09:23:31.917,-9.1918716753,-63.1823370165
Ministro Andreazza,22,2023-10-30 09:23:31.917,-11.1962379842,-61.5189219301
Mirante da Serra,22,2023-10-30 09:23:31.917,-11.0456092899,-62.6694270953
Monte Negro,22,2023-10-30 09:23:31.917,-10.2630977559,-63.2955591672
Nova União,22,2023-10-30 09:23:31.917,-10.9155320417,-62.5550893989
Parecis,22,2023-10-30 09:23:31.917,-12.1798270507,-61.5979979727
Pimenteiras do Oeste,22,2023-10-30 09:23:31.917,-13.4765620025,-61.0443790025
Primavera de Rondônia,22,2023-10-30 09:23:31.917,-11.8257069542,-61.3165462429
São Felipe dOeste,22,2023-10-30 09:23:31.917,-11.9143893547,-61.5125081133
São Francisco do Guaporé,22,2023-10-30 09:23:31.917,-12.0637984122,-63.5708647108
Seringueiras,22,2023-10-30 09:23:31.917,-11.7671166356,-63.0387609977
Teixeirópolis,22,2023-10-30 09:23:31.917,-10.932169286,-62.255922254
Theobroma,22,2023-10-30 09:23:31.917,-10.248730552,-62.3451455299
Urupá,22,2023-10-30 09:23:31.917,-11.1285452757,-62.3706324538
Vale do Anari,22,2023-10-30 09:23:31.917,-9.8513927081,-62.1768234421
Vale do Paraíso,22,2023-10-30 09:23:31.917,-10.4310526846,-62.1343903568
Acrelândia,1,2023-10-30 09:23:31.917,-10.0737938925,-67.05231658
Assis Brasil,1,2023-10-30 09:23:31.917,-10.9428656809,-69.5634591747
Brasiléia,1,2023-10-30 09:23:31.917,-11.0164110191,-68.747943426
Bujari,1,2023-10-30 09:23:31.917,-9.8200196267,-67.9518592792
Capixaba,1,2023-10-30 09:23:31.917,-10.5697677088,-67.6735079719
Cruzeiro do Sul,1,2023-10-30 09:23:31.917,-7.630690005,-72.6725313174
Epitaciolândia,1,2023-10-30 09:23:31.917,-11.028239828,-68.7448680667
Feijó,1,2023-10-30 09:23:31.917,-8.16024753,-70.3539836082
Jordão,1,2023-10-30 09:23:31.917,-9.1933578598,-71.9508751248
Mâncio Lima,1,2023-10-30 09:23:31.917,-7.5932225939,-72.9165010261
Manoel Urbano,1,2023-10-30 09:23:31.917,-8.8363177369,-69.2599445775
Marechal Thaumaturgo,1,2023-10-30 09:23:31.917,-8.9535911232,-72.7902659087
Plácido de Castro,1,2023-10-30 09:23:31.917,-10.3351332827,-67.1882600862
Porto Walter,1,2023-10-30 09:23:31.917,-8.2666663628,-72.7423339648
Rio Branco,1,2023-10-30 09:23:31.917,-9.9782987527,-67.8105287004
Rodrigues Alves,1,2023-10-30 09:23:31.917,-7.7336020337,-72.6478549142
Santa Rosa do Purus,1,2023-10-30 09:23:31.917,-9.4434065374,-70.4864968938
Senador Guiomard,1,2023-10-30 09:23:31.917,-10.1481735862,-67.74317236
Sena Madureira,1,2023-10-30 09:23:31.917,-9.065339505,-68.6556840617
Tarauacá,1,2023-10-30 09:23:31.917,-8.1556685918,-70.7555010629
Xapuri,1,2023-10-30 09:23:31.917,-10.6520719403,-68.506294805
Porto Acre,1,2023-10-30 09:23:31.917,-9.6008582312,-67.5405900835
Alvarães,4,2023-10-30 09:23:31.917,-3.2165837691,-64.8135346776
Amaturá,4,2023-10-30 09:23:31.917,-3.3668051875,-68.2096146409
Anamã,4,2023-10-30 09:23:31.917,-3.5763704269,-61.4059034798
Anori,4,2023-10-30 09:23:31.917,-3.7453855861,-61.6589553829
Apuí,4,2023-10-30 09:23:31.917,-7.1978701516,-59.8856661047
Atalaia do Norte,4,2023-10-30 09:23:31.917,-4.3661574897,-70.1879892845
Autazes,4,2023-10-30 09:23:31.917,-3.5786636418,-59.1335670918
Barcelos,4,2023-10-30 09:23:31.917,-0.9728010525,-62.9256696581
Barreirinha,4,2023-10-30 09:23:31.917,-2.7981498369,-57.0677504899
Benjamin Constant,4,2023-10-30 09:23:31.917,-4.3749890186,-70.0273484333
Beruri,4,2023-10-30 09:23:31.917,-3.8945134098,-61.3715708917
Boa Vista do Ramos,4,2023-10-30 09:23:31.917,-2.9717265316,-57.5877073465
Boca do Acre,4,2023-10-30 09:23:31.917,-8.7512431961,-67.3995777567
Borba,4,2023-10-30 09:23:31.917,-4.3906198915,-59.5945590195
Caapiranga,4,2023-10-30 09:23:31.917,-3.3300933919,-61.2113341332
Canutama,4,2023-10-30 09:23:31.917,-6.5291060758,-64.3942308189
Carauari,4,2023-10-30 09:23:31.917,-4.8816659042,-66.8966352817
Careiro,4,2023-10-30 09:23:31.917,-3.82244727,-60.3638098437
Careiro da Várzea,4,2023-10-30 09:23:31.917,-3.1973965949,-59.8263140608
Coari,4,2023-10-30 09:23:31.917,-4.0842191588,-63.1421839841
Codajás,4,2023-10-30 09:23:31.917,-3.8430459327,-62.0634296605
Eirunepé,4,2023-10-30 09:23:31.917,-6.6673525669,-69.8662902624
Envira,4,2023-10-30 09:23:31.917,-7.439817544,-70.030412543
Fonte Boa,4,2023-10-30 09:23:31.917,-2.5122706845,-66.0965029898
Guajará,4,2023-10-30 09:23:31.917,-7.5477744148,-72.5824305383
Humaitá,4,2023-10-30 09:23:31.917,-7.5122249506,-63.0266980219
Ipixuna,4,2023-10-30 09:23:31.917,-7.0509801144,-71.6944180603
Iranduba,4,2023-10-30 09:23:31.917,-3.2810538776,-60.1933881661
Itacoatiara,4,2023-10-30 09:23:31.917,-3.1403788039,-58.4401754368
Itamarati,4,2023-10-30 09:23:31.917,-6.4377993486,-68.247917436
Itapiranga,4,2023-10-30 09:23:31.917,-2.7418427523,-58.034545884
Japurá,4,2023-10-30 09:23:31.917,-1.8808448587,-66.9969034946
Juruá,4,2023-10-30 09:23:31.917,-3.4748895989,-66.0630419255
Jutaí,4,2023-10-30 09:23:31.917,-2.7446464469,-66.7713275467
Lábrea,4,2023-10-30 09:23:31.917,-7.2619465533,-64.7947730275
Manacapuru,4,2023-10-30 09:23:31.917,-3.2982780355,-60.6205894459
Manaquiri,4,2023-10-30 09:23:31.917,-3.4290796694,-60.4588813064
Manaus,4,2023-10-30 09:23:31.917,-3.1346914912,-60.0233351811
Manicoré,4,2023-10-30 09:23:31.917,-5.8132052612,-61.2992484089
Maraã,4,2023-10-30 09:23:31.917,-1.8664368773,-65.5742837032
Maués,4,2023-10-30 09:23:31.917,-3.3864279262,-57.7150343868
Nhamundá,4,2023-10-30 09:23:31.917,-2.1889837669,-56.7167699133
Nova Olinda do Norte,4,2023-10-30 09:23:31.917,-3.8875928319,-59.093074026
Novo Airão,4,2023-10-30 09:23:31.917,-2.623432459,-60.9488107078
Novo Aripuanã,4,2023-10-30 09:23:31.917,-5.1226693142,-60.377045669
Parintins,4,2023-10-30 09:23:31.917,-2.6270525858,-56.7362921452
Pauini,4,2023-10-30 09:23:31.917,-7.7140436443,-67.0020974885
Presidente Figueiredo,4,2023-10-30 09:23:31.917,-2.0584290852,-60.0256468345
Rio Preto da Eva,4,2023-10-30 09:23:31.917,-2.6933015416,-59.7047380942
Santa Isabel do Rio Negro,4,2023-10-30 09:23:31.917,-0.4166948319,-65.0200226395
Santo Antônio do Içá,4,2023-10-30 09:23:31.917,-3.1074863092,-67.9464851439
São Gabriel da Cachoeira,4,2023-10-30 09:23:31.917,-0.1364627881,-67.0836428963
São Paulo de Olivença,4,2023-10-30 09:23:31.917,-3.4665096235,-68.9448534881
São Sebastião do Uatumã,4,2023-10-30 09:23:31.917,-2.5701525797,-57.8703463558
Silves,4,2023-10-30 09:23:31.917,-2.8364274297,-58.2148008608
Tabatinga,4,2023-10-30 09:23:31.917,-4.2318836756,-69.9462443752
Tapauá,4,2023-10-30 09:23:31.917,-5.6242235178,-63.1870948672
Tefé,4,2023-10-30 09:23:31.917,-3.3483724939,-64.7084196633
Tonantins,4,2023-10-30 09:23:31.917,-2.8610912498,-67.7764822807
Uarini,4,2023-10-30 09:23:31.917,-2.9836092427,-65.1553456402
Urucará,4,2023-10-30 09:23:31.917,-2.5366116718,-57.7598281746
Urucurituba,4,2023-10-30 09:23:31.917,-3.1346331156,-58.1596410413
Amajari,23,2023-10-30 09:23:31.917,3.6521184454,-61.4205901727
Alto Alegre,23,2023-10-30 09:23:31.917,2.9938229477,-61.3140223901
Boa Vista,23,2023-10-30 09:23:31.917,2.8166819191,-60.670532673
Bonfim,23,2023-10-30 09:23:31.917,3.3502886191,-59.8780066289
Cantá,23,2023-10-30 09:23:31.917,2.6076663984,-60.6020628476
Caracaraí,23,2023-10-30 09:23:31.917,1.8038712473,-61.1491768701
Caroebe,23,2023-10-30 09:23:31.917,0.8726745072,-59.6948100737
Iracema,23,2023-10-30 09:23:31.917,2.1682147652,-61.052258585
Mucajaí,23,2023-10-30 09:23:31.917,2.4797722351,-60.9115185306
Normandia,23,2023-10-30 09:23:31.917,3.8829782853,-59.6352062836
Pacaraima,23,2023-10-30 09:23:31.917,4.4752593402,-61.1473063471
Rorainópolis,23,2023-10-30 09:23:31.917,0.9371953936,-60.425060494
São João da Baliza,23,2023-10-30 09:23:31.917,0.9471574275,-59.9060443452
São Luiz,23,2023-10-30 09:23:31.917,1.0181116274,-60.0282667742
Uiramutã,23,2023-10-30 09:23:31.917,4.5854403875,-60.195716148
Abaetetuba,14,2023-10-30 09:23:31.917,-1.7234698628,-48.8844038207
Abel Figueiredo,14,2023-10-30 09:23:31.917,-4.9513908955,-48.3967621258
Acará,14,2023-10-30 09:23:31.917,-1.9634365,-48.2004564318
Afuá,14,2023-10-30 09:23:31.917,-0.1591716938,-50.3914275892
Água Azul do Norte,14,2023-10-30 09:23:31.917,-6.8049488674,-50.4852745073
Alenquer,14,2023-10-30 09:23:31.917,-1.951397505,-54.7408623502
Almeirim,14,2023-10-30 09:23:31.917,-1.5273388028,-52.5768350868
Altamira,14,2023-10-30 09:23:31.917,-3.20565951,-52.2143763052
Anajás,14,2023-10-30 09:23:31.917,-0.984451394,-49.9450010405
Ananindeua,14,2023-10-30 09:23:31.917,-1.3687135683,-48.3720666542
Anapu,14,2023-10-30 09:23:31.917,-3.4761046351,-51.2016217985
Augusto Corrêa,14,2023-10-30 09:23:31.917,-1.02292101,-46.6416457857
Aurora do Pará,14,2023-10-30 09:23:31.917,-2.1293760132,-47.5561746036
Aveiro,14,2023-10-30 09:23:31.917,-3.6055952593,-55.3307343898
Bagre,14,2023-10-30 09:23:31.917,-1.8898080604,-50.2219869206
Baião,14,2023-10-30 09:23:31.917,-2.7919618614,-49.6727533733
Bannach,14,2023-10-30 09:23:31.917,-7.3510721924,-50.4060471215
Barcarena,14,2023-10-30 09:23:31.917,-1.505767005,-48.6270728925
Belém,14,2023-10-30 09:23:31.917,-1.459845,-48.4878256875
Belterra,14,2023-10-30 09:23:31.917,-2.6490201695,-54.9426747393
Benevides,14,2023-10-30 09:23:31.917,-1.361437515,-48.2418364506
Bom Jesus do Tocantins,14,2023-10-30 09:23:31.917,-5.0473627043,-48.5990399591
Bonito,14,2023-10-30 09:23:31.917,-1.3674743569,-47.3058918169
Bragança,14,2023-10-30 09:23:31.917,-1.0535239562,-46.7657542137
Brasil Novo,14,2023-10-30 09:23:31.917,-3.297803704,-52.5434411923
Brejo Grande do Araguaia,14,2023-10-30 09:23:31.917,-5.7072961538,-48.4057604224
Breu Branco,14,2023-10-30 09:23:31.917,-3.7781354129,-49.5698796833
Breves,14,2023-10-30 09:23:31.917,-1.6907365,-50.480894799
Bujaru,14,2023-10-30 09:23:31.917,-1.5139914623,-48.0358750144
Cachoeira do Piriá,14,2023-10-30 09:23:31.917,-1.7528970049,-46.5473914166
Cachoeira do Arari,14,2023-10-30 09:23:31.917,-1.0087862656,-48.9606675774
Cametá,14,2023-10-30 09:23:31.917,-2.24683848,-49.497830169
Canaã dos Carajás,14,2023-10-30 09:23:31.917,-6.5321966156,-49.8489584319
Capanema,14,2023-10-30 09:23:31.917,-1.192441995,-47.1751261231
Capitão Poço,14,2023-10-30 09:23:31.917,-1.7461872932,-47.0628253774
Castanhal,14,2023-10-30 09:23:31.917,-1.295756805,-47.9266431419
Chaves,14,2023-10-30 09:23:31.917,-0.1624372901,-49.9893186051
Colares,14,2023-10-30 09:23:31.917,-0.932091244,-48.2887284319
Conceição do Araguaia,14,2023-10-30 09:23:31.917,-8.26486353,-49.2645008125
Concórdia do Pará,14,2023-10-30 09:23:31.917,-1.9845214628,-47.949886939
Cumaru do Norte,14,2023-10-30 09:23:31.917,-7.8111065369,-50.7715783775
Curionópolis,14,2023-10-30 09:23:31.917,-6.0968199522,-49.602214225
Curralinho,14,2023-10-30 09:23:31.917,-1.8094234197,-49.7915228471
Curuá,14,2023-10-30 09:23:31.917,-1.8899287043,-55.1196786087
Curuçá,14,2023-10-30 09:23:31.917,-0.73249551,-47.8512650859
Dom Eliseu,14,2023-10-30 09:23:31.917,-4.29077772,-47.555914886
Eldorado do Carajás,14,2023-10-30 09:23:31.917,-6.1035251611,-49.3739519422
Faro,14,2023-10-30 09:23:31.917,-2.1729752419,-56.7457530173
Floresta do Araguaia,14,2023-10-30 09:23:31.917,-7.5587008724,-49.6975784122
Garrafão do Norte,14,2023-10-30 09:23:31.917,-1.9316970431,-47.0450460173
Goianésia do Pará,14,2023-10-30 09:23:31.917,-3.842468,-49.1010449237
Gurupá,14,2023-10-30 09:23:31.917,-1.404918,-51.6436957234
Igarapé-Açu,14,2023-10-30 09:23:31.917,-1.124322,-47.622375492
Igarapé-Miri,14,2023-10-30 09:23:31.917,-1.983116,-48.9622994689
Inhangapi,14,2023-10-30 09:23:31.917,-1.4265819809,-47.9133927466
Ipixuna do Pará,14,2023-10-30 09:23:31.917,-2.5575285,-47.4997175888
Irituia,14,2023-10-30 09:23:31.917,-1.771474995,-47.4407556128
Itaituba,14,2023-10-30 09:23:31.917,-4.26372948,-55.9900488573
Itupiranga,14,2023-10-30 09:23:31.917,-5.1288370264,-49.3244258613
Jacareacanga,14,2023-10-30 09:23:31.917,-6.2235517314,-57.7663398584
Jacundá,14,2023-10-30 09:23:31.917,-4.448405475,-49.1127815626
Juruti,14,2023-10-30 09:23:31.917,-2.155252995,-56.0949976884
Limoeiro do Ajuru,14,2023-10-30 09:23:31.917,-1.8919485,-49.3815339012
Mãe do Rio,14,2023-10-30 09:23:31.917,-2.0477074408,-47.5522901795
Magalhães Barata,14,2023-10-30 09:23:31.917,-0.795850156,-47.5991818965
Marabá,14,2023-10-30 09:23:31.917,-5.3526057631,-49.1420253334
Maracanã,14,2023-10-30 09:23:31.917,-0.76241946,-47.4552679594
Marapanim,14,2023-10-30 09:23:31.917,-0.7121509963,-47.7025487538
Marituba,14,2023-10-30 09:23:31.917,-1.3464172656,-48.3405358778
Medicilândia,14,2023-10-30 09:23:31.917,-3.4454174122,-52.8883453507
Melgaço,14,2023-10-30 09:23:31.917,-1.8034466986,-50.7174646977
Mocajuba,14,2023-10-30 09:23:31.917,-2.5828729733,-49.5090234613
Moju,14,2023-10-30 09:23:31.917,-1.885889,-48.7671991274
Mojuí dos Campos,14,2023-10-30 09:23:31.917,-2.68245777,-54.64326888
Monte Alegre,14,2023-10-30 09:23:31.917,-2.003328,-54.0733747256
Muaná,14,2023-10-30 09:23:31.917,-1.5300262084,-49.2168324425
Nova Esperança do Piriá,14,2023-10-30 09:23:31.917,-2.267625989,-46.9620928837
Nova Ipixuna,14,2023-10-30 09:23:31.917,-4.923086307,-49.079886938
Nova Timboteua,14,2023-10-30 09:23:31.917,-1.2041436475,-47.3932022765
Novo Progresso,14,2023-10-30 09:23:31.917,-7.0348359133,-55.419870118
Novo Repartimento,14,2023-10-30 09:23:31.917,-4.2481485,-49.9486382443
Óbidos,14,2023-10-30 09:23:31.917,-1.9092354959,-55.5163235097
Oeiras do Pará,14,2023-10-30 09:23:31.917,-2.004734,-49.8551061088
Oriximiná,14,2023-10-30 09:23:31.917,-1.7637535,-55.8627995152
Ourém,14,2023-10-30 09:23:31.917,-1.5489471423,-47.1176193629
Ourilândia do Norte,14,2023-10-30 09:23:31.917,-6.7406170864,-51.0908327747
Pacajá,14,2023-10-30 09:23:31.917,-3.8303057038,-50.6348408304
Palestina do Pará,14,2023-10-30 09:23:31.917,-5.7499341062,-48.3217937262
Paragominas,14,2023-10-30 09:23:31.917,-2.9941905,-47.3569615611
Parauapebas,14,2023-10-30 09:23:31.917,-6.0727298876,-49.9007806343
Pau dArco,14,2023-10-30 09:23:31.917,-7.836794404,-50.0482755319
Peixe-Boi,14,2023-10-30 09:23:31.917,-1.1895692408,-47.3179270216
Piçarra,14,2023-10-30 09:23:31.917,-6.4536762346,-48.8684006672
Placas,14,2023-10-30 09:23:31.917,-3.8673155621,-54.2169681313
Ponta de Pedras,14,2023-10-30 09:23:31.917,-1.3965999975,-48.87178556
Portel,14,2023-10-30 09:23:31.917,-1.936451,-50.8224904422
Porto de Moz,14,2023-10-30 09:23:31.917,-1.7460900888,-52.242476919
Prainha,14,2023-10-30 09:23:31.917,-1.8056945,-53.4818139408
Primavera,14,2023-10-30 09:23:31.917,-0.9401115159,-47.1172512589
Quatipuru,14,2023-10-30 09:23:31.917,-0.9001158537,-47.0067869936
Redenção,14,2023-10-30 09:23:31.917,-8.0276045,-50.0296418255
Rio Maria,14,2023-10-30 09:23:31.917,-7.3111152447,-50.0464108775
Rondon do Pará,14,2023-10-30 09:23:31.917,-4.777821727,-48.0699737494
Rurópolis,14,2023-10-30 09:23:31.917,-4.09906539,-54.9058622599
Salinópolis,14,2023-10-30 09:23:31.917,-0.623638,-47.3531202632
Salvaterra,14,2023-10-30 09:23:31.917,-0.7545259744,-48.5131865994
Santa Bárbara do Pará,14,2023-10-30 09:23:31.917,-1.229439467,-48.2977406498
Santa Cruz do Arari,14,2023-10-30 09:23:31.917,-0.6599741256,-49.1716155661
Santa Izabel do Pará,14,2023-10-30 09:23:31.917,-1.2973959013,-48.163059941
Santa Luzia do Pará,14,2023-10-30 09:23:31.917,-1.5188278914,-46.9061692027
Santa Maria das Barreiras,14,2023-10-30 09:23:31.917,-8.8705505397,-49.7193518572
Santa Maria do Pará,14,2023-10-30 09:23:31.917,-1.3478664593,-47.5746954138
Santana do Araguaia,14,2023-10-30 09:23:31.917,-9.329424525,-50.3448043211
Santarém,14,2023-10-30 09:23:31.917,-2.43621333,-54.7185701673
Santarém Novo,14,2023-10-30 09:23:31.917,-0.9287195358,-47.4009247449
Santo Antônio do Tauá,14,2023-10-30 09:23:31.917,-1.1516925,-48.1324330748
São Caetano de Odivelas,14,2023-10-30 09:23:31.917,-0.74661776,-48.0258054981
São Domingos do Araguaia,14,2023-10-30 09:23:31.917,-5.549841,-48.7203734108
São Domingos do Capim,14,2023-10-30 09:23:31.917,-1.6758145,-47.7747845692
São Félix do Xingu,14,2023-10-30 09:23:31.917,-6.6424832783,-51.993782524
São Francisco do Pará,14,2023-10-30 09:23:31.917,-1.1701887847,-47.7905146107
São Geraldo do Araguaia,14,2023-10-30 09:23:31.917,-6.39895797,-48.5557124862
São João da Ponta,14,2023-10-30 09:23:31.917,-0.8510021453,-47.9207241656
São João de Pirabas,14,2023-10-30 09:23:31.917,-0.7664425315,-47.1726742979
São João do Araguaia,14,2023-10-30 09:23:31.917,-5.3590027244,-48.788633402
São Miguel do Guamá,14,2023-10-30 09:23:31.917,-1.6171359145,-47.4824089445
São Sebastião da Boa Vista,14,2023-10-30 09:23:31.917,-1.7188505,-49.5323121746
Sapucaia,14,2023-10-30 09:23:31.917,-6.9428571126,-49.7035807119
Senador José Porfírio,14,2023-10-30 09:23:31.917,-2.5948504183,-51.953056418
Soure,14,2023-10-30 09:23:31.917,-0.7259255,-48.5160126623
Tailândia,14,2023-10-30 09:23:31.917,-2.9370795,-48.9512816296
Terra Alta,14,2023-10-30 09:23:31.917,-1.0348266636,-47.9078083484
Terra Santa,14,2023-10-30 09:23:31.917,-2.1081144737,-56.4909047722
Tomé-Açu,14,2023-10-30 09:23:31.917,-2.4193668553,-48.1468965866
Tracuateua,14,2023-10-30 09:23:31.917,-1.0687840586,-46.8994783371
Trairão,14,2023-10-30 09:23:31.917,-4.6998191497,-55.9961700349
Tucumã,14,2023-10-30 09:23:31.917,-6.7499720074,-51.1395392466
Tucuruí,14,2023-10-30 09:23:31.917,-3.7668890843,-49.6671843672
Ulianópolis,14,2023-10-30 09:23:31.917,-3.75719301,-47.503144755
Uruará,14,2023-10-30 09:23:31.917,-3.7065285,-53.7370310505
Vigia,14,2023-10-30 09:23:31.917,-0.8555325737,-48.1414985852
Viseu,14,2023-10-30 09:23:31.917,-1.2032785267,-46.1387652161
Vitória do Xingu,14,2023-10-30 09:23:31.917,-2.8837657102,-52.0112603538
Xinguara,14,2023-10-30 09:23:31.917,-7.1015128271,-49.9427005844
Serra do Navio,3,2023-10-30 09:23:31.917,0.897841041,-52.0035384353
Amapá,3,2023-10-30 09:23:31.917,2.0539212447,-50.7932144703
Pedra Branca do Amapari,3,2023-10-30 09:23:31.917,0.7768828606,-51.9465942733
Calçoene,3,2023-10-30 09:23:31.917,2.4965590446,-50.9447727343
Cutias,3,2023-10-30 09:23:31.917,0.9710780554,-50.8016260299
Ferreira Gomes,3,2023-10-30 09:23:31.917,0.8539773931,-51.187429046
Itaubal,3,2023-10-30 09:23:31.917,0.6006532883,-50.7001794374
Laranjal do Jari,3,2023-10-30 09:23:31.917,-0.8556645,-52.5390207369
Macapá,3,2023-10-30 09:23:31.917,0.03895101,-51.057405457
Mazagão,3,2023-10-30 09:23:31.917,-0.1243963288,-51.2860768561
Oiapoque,3,2023-10-30 09:23:31.917,3.8511307326,-51.8305525553
Porto Grande,3,2023-10-30 09:23:31.917,0.7125547018,-51.414448823
Pracuúba,3,2023-10-30 09:23:31.917,1.7425084871,-50.7842537213
Santana,3,2023-10-30 09:23:31.917,-0.0383734791,-51.1728464651
Tartarugalzinho,3,2023-10-30 09:23:31.917,1.5098482403,-50.9127861523
Vitória do Jari,3,2023-10-30 09:23:31.917,-0.9189770885,-52.4196147796
Abreulândia,27,2023-10-30 09:23:31.917,-9.621790712,-49.1624375555
Aguiarnópolis,27,2023-10-30 09:23:31.917,-6.5471708206,-47.4704565879
Aliança do Tocantins,27,2023-10-30 09:23:31.917,-11.3037430465,-48.9412400221
Almas,27,2023-10-30 09:23:31.917,-11.5745234694,-47.1741716842
Alvorada,27,2023-10-30 09:23:31.917,-12.4788153208,-49.1268114067
Ananás,27,2023-10-30 09:23:31.917,-6.3628181541,-48.0797646062
Angico,27,2023-10-30 09:23:31.917,-6.3877527497,-47.8620778392
Aparecida do Rio Negro,27,2023-10-30 09:23:31.917,-9.9558777146,-47.9766700114
Aragominas,27,2023-10-30 09:23:31.917,-7.1643492714,-48.5234301923
Araguacema,27,2023-10-30 09:23:31.917,-8.8018025441,-49.5618126396
Araguaçu,27,2023-10-30 09:23:31.917,-12.9255837119,-49.8286124433
Araguaína,27,2023-10-30 09:23:31.917,-7.1913289397,-48.2087052519
Araguanã,27,2023-10-30 09:23:31.917,-6.58224942,-48.6437495469
Araguatins,27,2023-10-30 09:23:31.917,-5.650586473,-48.123507343
Arapoema,27,2023-10-30 09:23:31.917,-7.6525697354,-49.0756373853
Arraias,27,2023-10-30 09:23:31.917,-12.9344198593,-46.9461070586
Augustinópolis,27,2023-10-30 09:23:31.917,-5.4654142959,-47.880956791
Aurora do Tocantins,27,2023-10-30 09:23:31.917,-12.7084898611,-46.4070829809
Axixá do Tocantins,27,2023-10-30 09:23:31.917,-5.6243090659,-47.7741560325
Babaçulândia,27,2023-10-30 09:23:31.917,-7.2018645321,-47.758816127
Bandeirantes do Tocantins,27,2023-10-30 09:23:31.917,-7.7648591413,-48.5783806049
Barra do Ouro,27,2023-10-30 09:23:31.917,-7.6917665987,-47.6871349692
Barrolândia,27,2023-10-30 09:23:31.917,-9.8316533645,-48.7314605907
Bernardo Sayão,27,2023-10-30 09:23:31.917,-7.8685124833,-48.8990543467
Bom Jesus do Tocantins,27,2023-10-30 09:23:31.917,-8.9633480129,-48.1663804935
Brasilândia do Tocantins,27,2023-10-30 09:23:31.917,-8.3848893511,-48.4853744191
Brejinho de Nazaré,27,2023-10-30 09:23:31.917,-11.0108050562,-48.5586602282
Buriti do Tocantins,27,2023-10-30 09:23:31.917,-5.3135388564,-48.2232501281
Cachoeirinha,27,2023-10-30 09:23:31.917,-6.1132416465,-47.9141977786
Campos Lindos,27,2023-10-30 09:23:31.917,-7.9716813941,-46.8019743467
Cariri do Tocantins,27,2023-10-30 09:23:31.917,-11.8889974639,-49.171040729
Carmolândia,27,2023-10-30 09:23:31.917,-7.0314787779,-48.3959599306
Carrasco Bonito,27,2023-10-30 09:23:31.917,-5.3226613549,-48.0306334266
Caseara,27,2023-10-30 09:23:31.917,-9.2674062189,-49.9486922678
Centenário,27,2023-10-30 09:23:31.917,-8.9584636391,-47.3383985146
